CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase,CommuteDistance
12920,Kelly,Henderson,12/03/1973,S,F,70000,2,Bachelors,Skilled Manual,1,1,17/06/2013,0-1 Miles
12921,Wyatt,Lee,31/12/1971,S,M,60000,3,Bachelors,Skilled Manual,0,0,24/01/2012,0-1 Miles
12922,Jennifer,Sanders,09/09/1982,S,F,60000,3,Bachelors,Skilled Manual,1,0,17/01/2012,2-5 Miles
12923,Fernando,Wright,18/02/1972,S,M,60000,3,Bachelors,Skilled Manual,1,0,16/01/2012,2-5 Miles
12924,Devon,Chande,07/04/1972,M,M,60000,3,Bachelors,Skilled Manual,1,0,01/11/2013,2-5 Miles
12925,Mackenzie,Blue,09/08/1977,M,F,60000,0,Graduate Degree,Professional,1,0,15/03/2013,2-5 Miles
12926,Sara,Murphy,15/01/1972,M,F,70000,4,Graduate Degree,Professional,1,0,22/01/2012,0-1 Miles
12927,Savannah,Sanchez,11/12/1971,M,F,70000,4,Graduate Degree,Professional,1,0,27/04/2013,2-5 Miles
12928,Carol,Wright,10/05/1975,M,F,60000,2,Graduate Degree,Professional,1,0,19/03/2013,0-1 Miles
12929,Vanessa,Bryant,02/09/1974,M,F,70000,5,Graduate Degree,Professional,1,0,31/12/2011,0-1 Miles
12930,Grace,Harris,13/11/1974,M,F,70000,5,Graduate Degree,Professional,1,0,11/01/2012,2-5 Miles
12931,Ann,Fernandez,04/04/1975,S,F,70000,5,Graduate Degree,Professional,1,2,04/02/2013,2-5 Miles
12932,Tyler,Johnson,10/05/1975,M,M,70000,5,Graduate Degree,Professional,1,3,26/04/2013,10+ Miles
12933,Jonathan,Hall,07/02/1980,M,M,70000,5,Graduate Degree,Professional,0,3,22/06/2013,10+ Miles
12934,Jason,Foster,08/11/1980,S,M,80000,3,Graduate Degree,Professional,1,0,07/01/2012,0-1 Miles
12935,Robert,Hill,30/04/1980,M,M,80000,3,Graduate Degree,Professional,1,0,19/01/2012,0-1 Miles
12936,Renee,Moreno,24/09/1970,S,F,40000,0,Bachelors,Professional,1,1,25/09/2013,2-5 Miles
12937,Megan,Wilson,01/01/1976,S,F,40000,0,Bachelors,Professional,0,1,04/08/2013,0-1 Miles
12938,Edward,Parker,08/08/1970,S,M,40000,0,Bachelors,Professional,0,1,19/02/2013,0-1 Miles
12939,Eduardo,Parker,30/09/1970,S,M,80000,3,Bachelors,Skilled Manual,1,1,22/03/2013,2-5 Miles
12940,Steven,Rogers,21/09/1970,M,M,80000,3,Bachelors,Skilled Manual,1,2,12/06/2013,2-5 Miles
12941,Maria,Morgan,06/05/1976,S,F,80000,3,Bachelors,Skilled Manual,1,2,14/01/2012,2-5 Miles
12942,Morgan,Harris,11/11/1976,S,F,80000,3,Bachelors,Skilled Manual,1,2,10/01/2012,2-5 Miles
12943,Caleb,Perez,17/08/1970,S,M,80000,3,Bachelors,Skilled Manual,1,3,25/04/2013,10+ Miles
12944,Jose,Jai,18/01/1971,M,M,80000,4,Bachelors,Skilled Manual,1,0,26/03/2013,2-5 Miles
12945,Jessica,Bailey,21/09/1970,M,F,60000,0,Graduate Degree,Professional,1,1,17/05/2013,2-5 Miles
12946,Seth,Allen,03/06/1971,M,M,60000,0,Graduate Degree,Professional,1,1,17/09/2013,2-5 Miles
12947,Isaiah,Sanchez,16/08/1969,S,M,40000,0,Bachelors,Professional,0,1,30/12/2011,2-5 Miles
12948,Adam,Kumar,29/09/1975,M,M,50000,5,Bachelors,Skilled Manual,1,2,14/02/2013,2-5 Miles
12949,Morgan,Rivera,18/06/1970,S,F,50000,5,Bachelors,Skilled Manual,1,3,10/01/2012,5-10 Miles
12950,Mary,Adams,14/04/1970,S,F,50000,5,Bachelors,Skilled Manual,1,3,26/01/2012,5-10 Miles
12951,Blake,Simmons,02/12/1974,S,M,40000,0,Bachelors,Professional,0,1,29/03/2013,0-1 Miles
12952,Jennifer,Hughes,12/12/1979,S,F,60000,0,Bachelors,Professional,0,1,13/08/2013,0-1 Miles
12953,Catherine,Cooper,11/05/1969,S,F,60000,3,Graduate Degree,Professional,1,0,18/04/2013,2-5 Miles
12954,Pedro,Diaz,19/02/1968,M,M,70000,1,Bachelors,Professional,0,1,18/05/2013,0-1 Miles
12955,Theresa,Hernandez,09/03/1968,S,F,70000,1,Bachelors,Professional,1,1,18/11/2013,2-5 Miles
12956,Marshall,Sun,07/03/1973,S,M,70000,1,Bachelors,Professional,1,1,29/06/2013,2-5 Miles
12957,Isabella,Lopez,23/02/1968,S,F,70000,1,Bachelors,Professional,0,1,15/05/2013,0-1 Miles
12958,Jennifer,Campbell,24/01/1968,S,F,70000,1,Bachelors,Professional,0,1,22/09/2013,2-5 Miles
12959,Sydney,Carter,20/05/1973,S,F,70000,1,Bachelors,Professional,1,1,09/07/2013,2-5 Miles
12960,Ashley,Lewis,08/11/1973,S,F,70000,1,Bachelors,Professional,0,1,06/04/2013,2-5 Miles
12961,Kimberly,Murphy,11/05/1973,M,F,70000,1,Partial College,Skilled Manual,1,1,04/11/2013,2-5 Miles
12962,Jennifer,Edwards,18/04/1973,M,F,70000,1,Partial College,Skilled Manual,1,1,25/10/2013,0-1 Miles
12963,Marcus,Anderson,20/04/1979,M,M,70000,1,Partial College,Skilled Manual,1,1,08/12/2013,2-5 Miles
12964,Xavier,Russell,10/05/1973,M,M,70000,1,Partial College,Skilled Manual,1,1,13/04/2013,0-1 Miles
12965,Cody,Bell,19/03/1967,M,M,40000,4,High School,Skilled Manual,1,3,04/02/2013,10+ Miles
12966,Dennis,Zhu,06/09/1966,M,M,40000,4,High School,Skilled Manual,1,3,05/07/2013,10+ Miles
12967,Fernando,Rodriguez,08/10/1966,M,M,40000,4,High School,Skilled Manual,1,2,09/06/2013,0-1 Miles
12968,Paige,Butler,14/06/1978,M,F,60000,1,Partial College,Skilled Manual,1,1,23/11/2013,0-1 Miles
12969,Richard,Rodriguez,30/11/1965,M,M,40000,4,High School,Skilled Manual,0,2,15/05/2013,0-1 Miles
12970,Angela,Powell,14/01/1966,S,F,40000,4,High School,Skilled Manual,1,2,30/04/2013,2-5 Miles
12971,Carl,Nara,30/08/1965,M,M,40000,0,Bachelors,Professional,0,1,11/07/2013,0-1 Miles
12972,Carolyn,Suri,18/06/1978,S,F,70000,0,Partial College,Skilled Manual,0,1,21/05/2013,0-1 Miles
12973,Adrian,Howard,08/03/1978,S,M,70000,0,Partial College,Skilled Manual,1,1,24/10/2013,2-5 Miles
12974,Marc,Gill,27/08/1972,S,M,60000,0,Graduate Degree,Professional,1,1,15/01/2014,2-5 Miles
12975,Marcus,Wilson,15/10/1972,S,M,60000,0,Graduate Degree,Professional,0,1,10/01/2012,0-1 Miles
12976,Hunter,Thompson,18/12/1972,S,M,60000,0,Graduate Degree,Professional,0,1,02/09/2013,2-5 Miles
12977,Destiny,Johnson,19/02/1978,S,F,60000,0,Graduate Degree,Professional,0,1,06/03/2013,2-5 Miles
12978,Danielle,James,15/05/1934,M,F,20000,3,High School,Skilled Manual,0,2,05/07/2013,0-1 Miles
12979,Christina,Ward,16/02/1966,M,F,60000,1,Partial College,Skilled Manual,1,1,20/02/2013,2-5 Miles
12980,Max,Moyer,10/02/1965,M,M,80000,2,Graduate Degree,Professional,1,0,05/01/2012,0-1 Miles
12981,Joe,Sanz,13/10/1964,S,M,80000,3,Graduate Degree,Professional,1,0,20/01/2012,0-1 Miles
12982,Brittany,Patterson,13/11/1974,M,F,80000,1,Partial College,Skilled Manual,1,1,30/08/2013,2-5 Miles
12983,Gabriella,Carter,17/12/1969,M,F,60000,1,Bachelors,Professional,1,1,03/03/2013,2-5 Miles
12984,Adam,Young,06/08/1963,M,M,60000,1,Bachelors,Professional,1,1,03/02/2013,2-5 Miles
12985,Hailey,Roberts,08/11/1963,M,F,70000,5,Graduate Degree,Professional,1,0,19/07/2013,2-5 Miles
12986,Rachel,Garcia,06/03/1964,M,F,80000,5,Graduate Degree,Professional,1,0,06/03/2013,0-1 Miles
12987,Felicia,Moreno,08/05/1980,M,F,90000,1,Graduate Degree,Management,0,0,16/04/2012,0-1 Miles
12988,Barbara,Goel,23/01/1980,S,F,90000,1,Graduate Degree,Management,1,0,31/03/2012,0-1 Miles
12989,Carly,Goel,13/05/1975,M,F,100000,1,Graduate Degree,Management,1,0,31/03/2012,0-1 Miles
12990,Leslie,Hernandez,14/04/1975,S,F,100000,1,Graduate Degree,Management,1,0,17/04/2012,0-1 Miles
12991,Jésus,Serrano,09/03/1979,M,M,60000,2,Bachelors,Professional,1,1,17/04/2012,0-1 Miles
12992,Ernest,Zeng,18/10/1979,M,M,60000,2,Bachelors,Professional,1,1,23/03/2013,2-5 Miles
12993,Xavier,Henderson,23/12/1979,M,M,60000,2,Bachelors,Professional,1,1,05/04/2013,2-5 Miles
12994,Anna,Martinez,07/10/1975,S,F,80000,4,Graduate Degree,Management,1,1,27/04/2012,0-1 Miles
12995,Grant,Nara,01/03/1976,M,M,80000,5,Graduate Degree,Management,1,2,16/04/2012,0-1 Miles
12996,Jaclyn,Liu,10/11/1975,M,F,90000,2,Bachelors,Professional,1,0,21/04/2012,1-2 Miles
12997,Nina,Xie,08/11/1973,M,F,60000,2,Bachelors,Professional,1,1,05/07/2013,2-5 Miles
12998,Mayra,Mehta,07/01/1979,S,F,60000,2,Bachelors,Professional,0,1,31/03/2012,0-1 Miles
12999,Nichole,Shen,17/12/1972,S,F,70000,5,Bachelors,Professional,1,3,22/04/2012,10+ Miles
13000,Rafael,Raje,16/09/1980,M,M,110000,1,Graduate Degree,Management,1,1,09/04/2012,5-10 Miles
13001,Clarence,Zhang,06/03/1975,S,M,130000,1,Graduate Degree,Management,1,1,23/04/2012,0-1 Miles
13002,Roger,Cai,18/02/1973,M,M,80000,5,Graduate Degree,Management,0,2,25/02/2013,0-1 Miles
13003,Jill,Hernandez,16/01/1978,M,F,80000,5,Graduate Degree,Management,1,2,11/03/2013,0-1 Miles
13004,Randy,Chen,31/10/1972,M,M,80000,5,Graduate Degree,Management,0,2,22/06/2013,0-1 Miles
13005,Desiree,Alvarez,12/02/1972,M,F,80000,5,Graduate Degree,Management,0,3,15/08/2013,0-1 Miles
13006,Whitney,Rana,19/10/1971,S,F,90000,0,Bachelors,Professional,0,0,23/04/2012,2-5 Miles
13007,Brooke,Ward,04/04/1971,S,F,60000,2,Bachelors,Professional,0,1,05/04/2012,0-1 Miles
13008,Alberto,Muñoz,05/07/1976,M,M,60000,3,Bachelors,Professional,1,1,17/08/2013,0-1 Miles
13009,Mindy,She,08/09/1970,M,F,60000,3,Bachelors,Professional,1,1,17/09/2013,5-10 Miles
13010,Erica,Ye,12/08/1976,M,F,60000,3,Bachelors,Professional,1,2,27/04/2012,5-10 Miles
13011,Anne,Ortega,01/11/1970,S,F,70000,0,Bachelors,Professional,0,1,19/04/2012,0-1 Miles
13012,Krystal,Hu,24/03/1971,S,F,70000,0,Bachelors,Professional,0,1,19/04/2012,0-1 Miles
13013,Vincent,Ye,08/05/1970,M,M,60000,4,Bachelors,Professional,0,1,27/09/2013,0-1 Miles
13014,James,Clark,06/01/1985,M,M,100000,2,Bachelors,Management,1,2,06/05/2013,0-1 Miles
13015,Rebecca,Parker,08/01/1974,S,F,100000,2,Bachelors,Management,0,3,28/01/2013,1-2 Miles
13016,Antonio,Bryant,01/01/1974,M,M,110000,1,Graduate Degree,Management,1,2,11/01/2012,1-2 Miles
13017,Xavier,Alexander,15/08/1984,M,M,30000,0,Partial College,Skilled Manual,1,1,19/08/2013,5-10 Miles
13018,Brendan,Xie,10/04/1950,M,M,10000,5,High School,Skilled Manual,1,4,30/03/2012,5-10 Miles
13019,Destiny,Murphy,28/08/1984,S,F,60000,0,Partial College,Skilled Manual,1,1,12/01/2012,5-10 Miles
13020,Madalena,Sanchez,07/11/1950,M,M,10000,2,Partial High School,Clerical,1,2,01/04/2012,5-10 Miles
13021,Kendra,Diaz,06/01/1952,S,F,30000,2,Partial College,Clerical,1,2,17/04/2012,5-10 Miles
13022,Rafael,Ma,20/02/1953,M,M,10000,2,Partial High School,Clerical,1,2,31/03/2012,5-10 Miles
13023,Dominique,Raman,26/08/1952,S,F,20000,4,High School,Skilled Manual,1,2,07/09/2013,5-10 Miles
13024,Marc,Moreno,05/09/1952,M,M,30000,2,Partial College,Clerical,0,2,16/04/2012,5-10 Miles
13025,Reginald,Serrano,18/05/1953,M,M,30000,2,Partial College,Clerical,0,2,11/04/2012,1-2 Miles
13026,Colleen,Zheng,09/10/1964,S,F,10000,2,Partial High School,Clerical,1,2,27/06/2013,5-10 Miles
13027,Jeremy,Patterson,10/06/1983,S,M,40000,0,Partial High School,Clerical,1,2,11/08/2013,5-10 Miles
13028,Dalton,Thompson,17/03/1983,S,M,30000,0,Partial College,Skilled Manual,1,1,22/12/2013,5-10 Miles
13029,Jennifer,Foster,05/03/1983,S,F,30000,0,Partial College,Skilled Manual,0,1,20/01/2012,1-2 Miles
13030,Sophia,Lopez,10/01/1983,S,F,60000,0,Partial College,Skilled Manual,1,2,09/09/2013,5-10 Miles
13031,Hunter,Shan,16/08/1982,S,M,60000,0,Partial College,Skilled Manual,0,2,25/03/2013,1-2 Miles
13032,Kevin,Baker,07/10/1982,M,M,70000,0,Partial College,Skilled Manual,1,2,31/12/2011,5-10 Miles
13033,Xavier,Gonzalez,20/05/1982,S,M,60000,0,Partial College,Skilled Manual,0,2,17/01/2014,1-2 Miles
13034,Kelsey,Yuan,27/08/1954,S,F,20000,2,Partial High School,Clerical,1,2,07/06/2013,5-10 Miles
13035,Kristy,Torres,02/05/1956,M,F,30000,3,Partial College,Clerical,0,2,21/04/2012,5-10 Miles
13036,Virginia,Subram,03/08/1955,S,F,30000,3,Partial College,Clerical,1,2,08/04/2012,5-10 Miles
13037,Terrence,Pal,22/04/1961,M,M,30000,3,High School,Skilled Manual,0,2,28/04/2013,1-2 Miles
13038,Wilson,Pais,28/01/1961,M,M,40000,2,Bachelors,Management,0,2,11/04/2012,1-2 Miles
13039,Trisha,Ma,17/02/1986,S,F,20000,0,Partial College,Skilled Manual,0,2,31/12/2011,1-2 Miles
13040,Roy,Gonzalez,12/09/1973,M,M,30000,3,High School,Skilled Manual,1,2,20/11/2013,5-10 Miles
13041,Cameron,Brown,04/05/1957,M,M,30000,3,High School,Skilled Manual,0,2,04/04/2013,1-2 Miles
13042,Alison,Pal,20/03/1957,M,F,30000,3,High School,Skilled Manual,1,2,23/05/2013,5-10 Miles
13043,Brenda,Madan,23/10/1957,M,F,30000,3,High School,Skilled Manual,0,2,11/04/2013,1-2 Miles
13044,Katrina,Jai,22/07/1957,M,F,30000,3,High School,Skilled Manual,0,2,24/07/2013,1-2 Miles
13045,Anne,Gomez,09/05/1969,M,F,30000,3,High School,Skilled Manual,1,2,10/04/2013,5-10 Miles
13046,Jonathan,Rodriguez,04/04/1958,M,M,30000,3,High School,Skilled Manual,1,2,19/03/2013,5-10 Miles
13047,Rodney,Vazquez,30/08/1963,M,M,40000,2,Partial College,Clerical,0,2,25/08/2013,5-10 Miles
13048,Alexis,Hayes,24/12/1957,M,F,40000,2,Partial College,Skilled Manual,1,2,28/05/2013,5-10 Miles
13049,Autumn,Wang,03/01/1959,M,F,40000,3,Partial College,Skilled Manual,0,2,22/04/2012,1-2 Miles
13050,Dennis,Zeng,18/06/1959,M,M,40000,3,Partial College,Skilled Manual,0,2,19/04/2012,1-2 Miles
13051,Ethan,Jones,26/05/1960,S,M,80000,2,Partial College,Skilled Manual,0,2,11/04/2012,1-2 Miles
13052,Jared,Morris,10/05/1981,S,M,40000,0,Partial College,Skilled Manual,0,2,05/05/2013,5-10 Miles
13053,Vincent,Lu,12/11/1980,S,M,40000,0,Partial College,Skilled Manual,0,2,07/03/2013,1-2 Miles
13054,Bryce,Ward,16/03/1981,M,M,40000,0,Partial College,Skilled Manual,1,2,12/12/2013,5-10 Miles
13055,Patrick,Gray,17/04/1981,S,M,30000,0,High School,Skilled Manual,1,2,13/01/2012,5-10 Miles
13056,Morgan,Blue,22/03/1981,S,F,30000,0,High School,Skilled Manual,1,2,06/01/2012,5-10 Miles
13057,Destiny,Powell,18/12/1980,S,F,30000,0,High School,Skilled Manual,1,2,06/01/2012,5-10 Miles
13058,Ramon,Huang,12/02/1981,M,M,30000,0,High School,Skilled Manual,1,2,17/01/2012,5-10 Miles
13059,Keith,Deng,14/08/1980,M,M,30000,0,High School,Skilled Manual,1,2,01/01/2012,5-10 Miles
13060,Eugene,Zhu,05/06/1986,M,M,30000,0,High School,Skilled Manual,1,2,04/01/2012,5-10 Miles
13061,Ethan,Anderson,29/11/1979,S,M,40000,0,High School,Skilled Manual,0,2,06/09/2013,1-2 Miles
13062,Eduardo,Williams,06/01/1980,S,M,40000,0,High School,Skilled Manual,1,2,29/12/2011,5-10 Miles
13063,Jessica,Johnson,10/03/1985,S,F,40000,0,High School,Skilled Manual,1,2,08/01/2012,5-10 Miles
13064,Dalton,Parker,13/03/1985,S,M,40000,0,High School,Skilled Manual,0,2,19/01/2012,1-2 Miles
13065,Morgan,Gonzalez,19/10/1979,S,F,30000,0,High School,Skilled Manual,0,2,07/06/2013,1-2 Miles
13066,Carson,Perry,24/03/1980,S,M,30000,0,High School,Skilled Manual,0,2,16/01/2012,1-2 Miles
13067,Olivia,Garcia,24/05/1980,S,F,30000,0,High School,Skilled Manual,1,2,19/01/2012,5-10 Miles
13068,Alexandria,Morris,14/02/1985,S,F,30000,0,High School,Skilled Manual,0,2,09/01/2012,1-2 Miles
13069,Adam,Green,16/02/1980,M,M,30000,0,High School,Skilled Manual,1,2,14/01/2012,5-10 Miles
13070,Emma,Clark,17/04/1979,S,F,60000,0,Partial College,Skilled Manual,1,2,18/03/2013,5-10 Miles
13071,Thomas,Walker,08/11/1978,M,M,60000,0,Partial College,Skilled Manual,1,2,28/05/2013,5-10 Miles
13072,Emma,Rogers,29/10/1984,S,F,70000,0,Partial College,Professional,1,2,29/06/2013,5-10 Miles
13073,Sydney,Lopez,11/07/1981,M,F,60000,0,Partial College,Professional,1,2,06/11/2013,5-10 Miles
13074,Grace,Hughes,12/03/1982,M,F,60000,0,Partial College,Professional,1,2,02/05/2013,5-10 Miles
13075,Kelvin,Lin,08/10/1960,M,M,80000,2,High School,Skilled Manual,0,2,21/04/2012,1-2 Miles
13076,Craig,Munoz,30/08/1960,S,M,80000,2,High School,Skilled Manual,0,2,21/04/2012,1-2 Miles
13077,Alejandro,Goel,21/05/1967,S,M,70000,2,High School,Skilled Manual,0,2,22/04/2012,1-2 Miles
13078,Michele,Chande,21/07/1961,S,F,70000,2,High School,Skilled Manual,1,2,06/04/2012,5-10 Miles
13079,Edwin,Bhat,26/08/1962,S,M,80000,2,High School,Professional,0,2,24/04/2012,5-10 Miles
13080,Denise,Mehta,14/05/1968,S,F,80000,2,High School,Professional,0,2,05/05/2012,5-10 Miles
13081,Krista,Ruiz,21/09/1962,S,F,80000,2,High School,Professional,0,2,27/05/2012,1-2 Miles
13082,Juan,Peterson,24/08/1963,S,M,130000,0,Graduate Degree,Management,1,0,07/05/2012,2-5 Miles
13083,Jordyn,Butler,26/08/1978,S,F,70000,0,Partial College,Professional,1,2,11/01/2012,5-10 Miles
13084,Luis,Hughes,12/04/1980,S,M,30000,0,High School,Professional,0,2,09/06/2013,1-2 Miles
13085,Daniel,Harris,16/09/1979,S,M,30000,0,Partial High School,Skilled Manual,1,2,01/01/2012,5-10 Miles
13086,Blake,Nelson,17/11/1979,S,M,60000,0,Partial College,Professional,1,2,24/01/2012,5-10 Miles
13087,Jeremy,Collins,07/05/1980,S,M,60000,0,Partial College,Professional,1,2,26/01/2012,5-10 Miles
13088,Megan,Powell,23/08/1979,S,F,60000,0,Partial College,Professional,0,2,28/01/2012,1-2 Miles
13089,Elizabeth,Alexander,28/02/1965,M,F,120000,1,Bachelors,Management,1,2,19/05/2012,0-1 Miles
13090,Wayne,Tang,28/11/1964,S,M,130000,0,Graduate Degree,Management,0,3,22/06/2012,0-1 Miles
13091,Deanna,Martin,07/08/1970,S,F,130000,0,Graduate Degree,Management,0,3,24/06/2012,0-1 Miles
13092,William,Walker,31/10/1977,M,M,130000,0,Graduate Degree,Management,1,4,26/02/2013,0-1 Miles
13093,Michelle,James,14/04/1963,S,F,80000,2,Partial High School,Skilled Manual,0,2,02/01/2012,1-2 Miles
13094,Antonio,Diaz,19/03/1968,M,M,60000,2,High School,Professional,0,2,09/01/2014,5-10 Miles
13095,Jordan,Griffin,21/01/1963,S,M,60000,2,High School,Professional,1,2,09/02/2013,5-10 Miles
13096,Jonathan,Chen,19/04/1963,M,M,60000,2,High School,Professional,0,2,15/10/2013,1-2 Miles
13097,Dalton,Hughes,10/05/1968,M,M,60000,2,High School,Professional,0,2,08/04/2013,5-10 Miles
13098,Miguel,Russell,06/04/1963,M,M,60000,2,High School,Professional,0,2,08/05/2013,5-10 Miles
13099,Jay,Romero,01/02/1963,M,M,70000,3,Partial College,Professional,0,0,03/05/2013,0-1 Miles
13100,Jeremy,Perez,12/07/1968,M,M,80000,2,Bachelors,Management,0,0,17/04/2013,0-1 Miles
13101,Alex,Sanchez,06/04/1963,S,M,90000,2,Partial College,Professional,1,1,03/04/2013,2-5 Miles
13102,Mariah,Bryant,19/03/1963,S,F,90000,2,Partial College,Professional,1,1,08/04/2013,2-5 Miles
13103,Brendan,Raji,29/01/1969,S,M,70000,0,Bachelors,Professional,0,1,26/06/2012,0-1 Miles
13104,Gregory,Becker,08/04/1974,S,M,70000,0,Bachelors,Professional,0,1,10/06/2012,5-10 Miles
13105,Whitney,Kovár,30/12/1967,M,F,60000,1,Bachelors,Professional,1,1,10/06/2012,0-1 Miles
13106,Ebony,Munoz,04/07/1973,M,F,60000,1,Bachelors,Professional,1,1,16/06/2012,5-10 Miles
13107,Mary,Nelson,08/01/1968,M,F,60000,1,Bachelors,Professional,1,1,03/06/2012,0-1 Miles
13108,Curtis,Wang,24/06/1968,M,M,60000,1,Bachelors,Professional,1,1,18/06/2012,5-10 Miles
13109,Cheryl,Navarro,08/08/1973,M,F,60000,1,Bachelors,Professional,1,1,18/06/2012,0-1 Miles
13110,Levi,Mehta,08/12/1972,M,M,60000,1,Partial College,Skilled Manual,1,1,04/06/2012,5-10 Miles
13111,Hannah,Butler,13/02/1967,S,F,60000,1,Partial College,Skilled Manual,1,1,29/06/2012,5-10 Miles
13112,Bianca,Gao,16/01/1978,S,F,60000,1,Partial College,Skilled Manual,1,1,10/06/2012,5-10 Miles
13113,Bryant,Sanchez,11/01/1972,S,M,100000,0,Bachelors,Professional,0,1,15/06/2012,5-10 Miles
13114,Claudia,Zhang,29/10/1971,S,F,100000,0,Bachelors,Professional,0,1,31/05/2012,5-10 Miles
13115,Clarence,Wu,23/03/1983,S,M,110000,0,Graduate Degree,Management,1,1,26/06/2012,5-10 Miles
13116,Tyrone,Diaz,05/11/1971,S,M,110000,0,Graduate Degree,Management,0,2,14/03/2013,0-1 Miles
13117,Evelyn,Rodriguez,11/07/1971,S,F,110000,0,Graduate Degree,Management,0,3,02/06/2012,0-1 Miles
13118,Sydney,Cook,05/01/1966,M,F,60000,1,Partial College,Skilled Manual,1,1,22/06/2012,5-10 Miles
13119,Jaclyn,Guo,10/05/1971,S,F,70000,0,Bachelors,Professional,0,1,11/06/2012,0-1 Miles
13120,Levi,Weber,05/07/1976,M,M,80000,5,Bachelors,Professional,1,4,13/02/2013,0-1 Miles
13121,Latasha,Jimenez,18/03/1976,M,F,80000,5,Bachelors,Professional,1,4,06/04/2013,1-2 Miles
13122,Catherine,Cox,30/01/1971,M,F,80000,0,Bachelors,Professional,1,1,12/06/2012,1-2 Miles
13123,Kelli,Raji,01/05/1975,S,F,70000,0,Bachelors,Professional,0,1,14/06/2012,0-1 Miles
13124,Marco,Vance,29/08/1969,S,M,70000,0,Bachelors,Professional,0,1,30/10/2013,5-10 Miles
13125,Alejandro,Hu,05/07/1975,S,M,70000,0,Bachelors,Professional,0,1,19/05/2013,5-10 Miles
13126,Lydia,Suri,03/08/1969,S,F,70000,0,Bachelors,Professional,0,1,07/06/2012,0-1 Miles
13127,Shane,Fernandez,09/06/1970,S,M,70000,0,Bachelors,Professional,0,1,19/06/2013,5-10 Miles
13128,Colleen,West,20/04/1975,S,F,70000,0,Bachelors,Professional,0,1,29/06/2012,0-1 Miles
13129,Joy,Ramos,29/11/1969,S,F,70000,0,Bachelors,Professional,1,1,18/06/2012,5-10 Miles
13130,Dalton,Miller,22/10/1970,M,M,90000,1,Bachelors,Professional,1,1,25/06/2012,2-5 Miles
13131,Briana,Diaz,28/02/1965,M,F,90000,1,Bachelors,Professional,1,1,23/06/2012,2-5 Miles
13132,Casey,Vazquez,20/08/1964,S,M,90000,1,Bachelors,Professional,1,1,08/06/2012,2-5 Miles
13133,Devon,Kennedy,15/02/1965,S,M,100000,5,Bachelors,Professional,1,1,14/06/2012,5-10 Miles
13134,Sara,Morgan,29/10/1939,S,F,50000,1,Graduate Degree,Management,1,1,17/06/2012,5-10 Miles
13135,Johnny,Rai,31/01/1963,S,M,80000,1,Partial College,Skilled Manual,1,1,08/06/2012,5-10 Miles
13136,Virginia,Martinez,12/05/1942,M,F,30000,2,Partial College,Clerical,0,2,22/06/2013,5-10 Miles
13137,Jacqueline,Simmons,08/08/1965,M,F,70000,5,Partial College,Skilled Manual,0,3,26/03/2013,5-10 Miles
13138,Teresa,Alonso,09/12/1965,M,F,70000,5,Partial College,Skilled Manual,1,3,02/02/2013,5-10 Miles
13139,Carmen,Perez,05/02/1967,S,F,70000,1,Partial College,Skilled Manual,0,1,09/06/2012,0-1 Miles
13140,Jamie,Zhu,08/10/1958,M,F,40000,2,Bachelors,Management,1,1,23/07/2013,5-10 Miles
13141,Walter,Hernandez,07/04/1959,M,M,40000,2,Bachelors,Management,1,1,15/10/2013,0-1 Miles
13142,Xavier,Moore,19/09/1980,M,M,40000,0,High School,Skilled Manual,1,1,31/12/2011,5-10 Miles
13143,Hannah,Jackson,05/08/1980,M,F,40000,0,High School,Skilled Manual,1,2,02/08/2013,5-10 Miles
13144,Destiny,Stewart,24/02/1982,S,F,40000,0,High School,Skilled Manual,0,2,06/03/2013,0-1 Miles
13145,Gilbert,Xu,21/07/1981,M,M,40000,0,High School,Skilled Manual,1,2,04/11/2013,5-10 Miles
13146,Gabriella,Ramirez,12/11/1981,S,F,40000,0,High School,Skilled Manual,0,2,18/05/2013,0-1 Miles
13147,Cedric,Lin,20/02/1986,M,M,30000,0,High School,Skilled Manual,0,2,06/06/2013,0-1 Miles
13148,Tyler,Anderson,29/09/1985,M,M,30000,0,High School,Skilled Manual,1,2,18/03/2013,5-10 Miles
13149,Linda,Ferrier,14/02/1957,M,F,10000,5,High School,Skilled Manual,1,2,07/04/2013,5-10 Miles
13150,Lacey,Yang,08/12/1942,S,F,30000,2,Partial College,Clerical,1,2,02/07/2013,5-10 Miles
13151,Ethan,Moore,04/06/1984,S,M,40000,0,High School,Skilled Manual,1,2,04/12/2013,5-10 Miles
13152,Gabrielle,Butler,16/08/1983,M,F,40000,0,High School,Skilled Manual,1,2,14/01/2012,5-10 Miles
13153,Jack,Hill,16/04/1985,S,M,40000,0,High School,Skilled Manual,1,2,12/02/2013,5-10 Miles
13154,Aaron,Lal,18/01/1985,M,M,40000,0,High School,Skilled Manual,0,2,05/11/2013,0-1 Miles
13155,Jay,Gutierrez,07/04/1950,M,M,60000,2,Graduate Degree,Management,1,1,13/03/2013,0-1 Miles
13156,Bradley,Lal,03/07/1951,M,M,30000,2,Partial College,Clerical,0,2,18/06/2012,0-1 Miles
